,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price,price_per_sqft
1181,3,3.0,1410.0,1.0,826.0,826.0,98107,865000.0,61347517.73049645
1183,4,1.0,1340.0,1.0,3825.0,3825.0,98117,875000.0,65298507.46268657
1184,5,1.0,2380.0,1.0,4240.0,4240.0,98136,539000.0,22647058.82352941
1185,3,4.5,2140.0,1.0,3314.0,3314.0,98109,1835000.0,85747663.55140187
1186,3,2.0,2080.0,1.0,5650.0,5650.0,98178,738000.0,35480769.23076923
1187,2,1.0,1410.0,1.0,6180.0,6180.0,98118,799000.0,56666666.666666664
1188,1,1.0,571.0,1.0,0.58,25264.8,98121,331000.0,57968476.35726795
1189,4,2.5,2340.0,1.0,9670.0,9670.0,98106,870000.0,37179487.179487176
1190,5,4.5,5210.0,1.0,6772.0,6772.0,98122,3320000.0,63723608.4452975
1192,2,1.5,1060.0,1.0,5137.0,5137.0,98118,530000.0,50000000.0
1193,2,2.5,996.0,1.0,2450.0,2450.0,98122,799000.0,80220883.53413655
1194,4,2.0,1850.0,1.0,3570.0,3570.0,98105,1200000.0,64864864.86486486
1195,1,1.0,690.0,1.0,4000.0,4000.0,98117,560000.0,81159420.28985508
1196,4,2.0,2260.0,1.0,3750.0,3750.0,98107,1330000.0,58849557.522123896
1197,4,3.5,3190.0,1.0,4305.0,4305.0,98107,2130000.0,66771159.87460815
1198,3,2.5,1846.0,1.0,0.24,10454.4,98199,1060000.0,57421451.78764897
1199,3,2.0,1700.0,1.0,3220.0,3220.0,98118,999999.0,58823470.5882353
1200,4,2.0,2240.0,1.0,6240.0,6240.0,98126,795000.0,35491071.428571425
1201,4,2.0,1660.0,1.0,2280.0,2280.0,98103,1127500.0,67921686.74698795
1202,2,3.0,1780.0,1.0,2240.0,2240.0,98133,720000.0,40449438.20224719
1203,4,3.5,2270.0,1.0,2500.0,2500.0,98146,710000.0,31277533.039647575
1205,3,3.5,2024.0,1.0,1694.0,1694.0,98107,1200000.0,59288537.54940712
1206,2,2.5,1103.0,1.0,5500.0,5500.0,98107,780000.0,70716228.46781506
1207,3,1.0,1460.0,1.0,5856.0,5856.0,98115,880000.0,60273972.60273973
1208,6,7.0,4260.0,1.0,3600.0,3600.0,98119,2300000.0,53990610.328638494
1209,3,2.5,1660.0,1.0,2700.0,2700.0,98122,816750.0,49201807.22891566
1210,3,1.5,1350.0,1.0,1193.0,1193.0,98107,750000.0,55555555.55555555
1211,4,3.0,2949.0,1.0,5580.0,5580.0,98103,1610000.0,54594777.890810445
1212,3,2.5,1718.0,1.0,1268.0,1268.0,98117,900000.0,52386495.92549476
1213,2,1.0,1370.0,1.0,6084.0,6084.0,98119,1000000.0,72992700.729927
1214,4,2.5,1822.0,1.0,1500.0,1500.0,98199,1033000.0,56695938.529088914
1215,2,1.0,800.0,1.0,560.0,560.0,98103,690000.0,86250000.0
1218,2,1.0,903.0,1.0,4.06,176853.59999999998,98146,312500.0,34606866.00221484
1220,3,2.0,2140.0,1.0,9290.0,9290.0,98133,925000.0,43224299.06542056
1221,4,5.0,2970.0,1.0,7961.0,7961.0,98125,1450000.0,48821548.82154882
1222,2,2.0,900.0,1.0,8000.0,8000.0,98122,590000.0,65555555.55555555
1223,2,2.0,2600.0,1.0,3600.0,3600.0,98122,750000.0,28846153.846153848
1224,2,1.0,1180.0,1.0,4386.0,4386.0,98106,419000.0,35508474.576271184
1225,1,1.0,564.0,1.0,100.0,4356000.0,98103,602000.0,106737588.65248227
1226,4,2.0,1700.0,1.0,8001.0,8001.0,98125,891000.0,52411764.705882356
1227,3,3.0,1524.0,1.0,513.0,513.0,98122,875000.0,57414698.16272966
1228,3,3.0,1410.0,1.0,1316.0,1316.0,98103,1200000.0,85106382.9787234
1229,1,1.0,831.0,1.0,0.7,30491.999999999996,98136,480000.0,57761732.85198556
1230,5,3.0,3060.0,1.0,7006.0,7006.0,98118,889000.0,29052287.581699345
1232,4,2.0,2352.0,1.0,4000.0,4000.0,98107,1295000.0,55059523.809523806
1235,4,3.5,2304.0,1.0,4503.0,4503.0,98103,1550000.0,67274305.55555555
1236,3,1.0,1450.0,1.0,7200.0,7200.0,98115,1125000.0,77586206.89655173
1237,2,1.0,980.0,1.0,0.32,13939.2,98168,475000.0,48469387.75510204
1238,2,1.5,1550.0,1.0,7154.0,7154.0,98112,1550000.0,100000000.0
1239,1,1.0,704.0,1.0,500.0,500.0,98144,645000.0,91619318.18181819
1240,1,1.5,1425.0,1.0,2.23,97138.8,98102,2200000.0,154385964.9122807
1242,5,3.5,4060.0,1.0,3400.0,3400.0,98116,2888000.0,71133004.92610838
1243,2,2.0,979.0,1.0,0.32,13939.2,98199,470000.0,48008171.60367722
1244,4,2.0,1830.0,1.0,6000.0,6000.0,98136,950000.0,51912568.30601093
1245,2,1.0,1260.0,1.0,7440.0,7440.0,98133,626000.0,49682539.68253968
1246,2,1.0,1027.0,1.0,1.83,79714.8,98115,300000.0,29211295.034079846
1247,5,2.0,3210.0,1.0,7578.0,7578.0,98115,688000.0,21433021.80685358
1252,4,2.0,1760.0,1.0,4700.0,4700.0,98115,999950.0,56815340.90909091
1253,2,1.0,860.0,1.0,4000.0,4000.0,98178,480000.0,55813953.488372095
1254,4,2.5,1560.0,1.0,2400.0,2400.0,98144,1110000.0,71153846.15384616
1255,4,3.0,3110.0,1.0,5715.0,5715.0,98119,1500000.0,48231511.25401929
1256,3,2.0,1440.0,1.0,6120.0,6120.0,98115,935000.0,64930555.55555555
1257,3,2.0,1500.0,1.0,5750.0,5750.0,98136,770000.0,51333333.333333336
1258,3,1.5,2160.0,1.0,5080.0,5080.0,98117,915000.0,42361111.11111111
1259,4,5.5,3100.0,1.0,9450.0,9450.0,98125,1375000.0,44354838.70967742
1260,1,1.0,522.0,1.0,5000.0,5000.0,98107,325000.0,62260536.39846744
1261,3,2.0,1560.0,1.0,1170.0,1170.0,98117,920000.0,58974358.974358976
1262,3,3.0,3400.0,1.0,8000.0,8000.0,98136,1150000.0,33823529.4117647
1263,2,2.0,1761.0,1.0,9.2,400751.99999999994,98115,665000.0,37762634.8665531
1264,2,1.5,1076.0,1.0,1060.0,1060.0,98125,549000.0,51022304.83271375
1265,2,2.0,1217.0,1.0,1331.0,1331.0,98199,787950.0,64745275.267050125
1266,3,3.5,1450.0,1.0,1467.0,1467.0,98126,670000.0,46206896.551724136
1267,2,1.0,1000.0,1.0,4400.0,4400.0,98112,750000.0,75000000.0
1268,2,2.5,1124.0,1.0,1354.0,1354.0,98115,799950.0,71169928.82562278
1269,4,3.5,3070.0,1.0,5016.0,5016.0,98144,1900000.0,61889250.81433225
1270,1,1.0,480.0,1.0,560.0,560.0,98109,275000.0,57291666.666666664
1271,3,2.0,1860.0,1.0,3400.0,3400.0,98105,1165000.0,62634408.60215054
1272,2,1.0,740.0,1.0,6300.0,6300.0,98126,500000.0,67567567.56756757
1273,3,2.0,1440.0,1.0,9065.0,9065.0,98133,830000.0,57638888.88888889
1275,3,1.0,1340.0,1.0,6223.0,6223.0,98117,765000.0,57089552.23880597
1276,3,3.0,1700.0,1.0,6882.0,6882.0,98136,1275000.0,75000000.0
1277,4,3.5,2950.0,1.0,5000.0,5000.0,98105,1800000.0,61016949.152542375
1279,3,2.5,4240.0,1.0,9487.0,9487.0,98116,2725000.0,64268867.9245283
1280,4,3.5,3495.0,1.0,4080.0,4080.0,98144,2000000.0,57224606.580829754
1281,3,3.0,2560.0,1.0,2500.0,2500.0,98112,1300000.0,50781250.0
1282,3,3.0,2040.0,1.0,4000.0,4000.0,98117,1000000.0,49019607.84313726
1283,3,1.0,890.0,1.0,5200.0,5200.0,98126,575000.0,64606741.573033705
1284,3,1.5,1730.0,1.0,5000.0,5000.0,98115,870000.0,50289017.34104046
1286,4,2.0,2400.0,1.0,8160.0,8160.0,98177,900000.0,37500000.0
1287,3,2.5,1270.0,1.0,924.0,924.0,98144,675000.0,53149606.2992126
1288,4,3.0,1830.0,1.0,4000.0,4000.0,98107,1352000.0,73879781.42076503
1289,3,2.5,2470.0,1.0,4452.0,4452.0,98126,800000.0,32388663.967611335
1290,4,4.0,2300.0,1.0,5700.0,5700.0,98115,1210000.0,52608695.652173914
1291,4,2.5,1600.0,1.0,2336.0,2336.0,98105,699000.0,43687500.0
1294,3,2.5,2230.0,1.0,7944.0,7944.0,98178,555000.0,24887892.376681615
1295,1,1.0,956.0,1.0,5480.0,5480.0,98104,870000.0,91004184.1004184
1296,3,3.0,1872.0,1.0,2475.0,2475.0,98107,1050000.0,56089743.58974359
1297,4,5.0,2030.0,1.0,5124.0,5124.0,98106,700000.0,34482758.62068965
1298,4,2.0,1980.0,1.0,2242.0,2242.0,98136,785000.0,39646464.646464646
1299,3,3.0,1180.0,1.0,1003.0,1003.0,98116,729000.0,61779661.016949154
1300,4,2.5,2630.0,1.0,4500.0,4500.0,98122,1340000.0,50950570.34220532
1301,4,2.0,2010.0,1.0,4275.0,4275.0,98115,1100000.0,54726368.15920398
1302,4,3.5,3487.0,1.0,9500.0,9500.0,98136,2010000.0,57642672.78462862
1303,4,2.0,2570.0,1.0,3440.0,3440.0,98112,850000.0,33073929.961089496
1304,2,2.0,1440.0,1.0,8100.0,8100.0,98168,390000.0,27083333.333333332
1305,2,2.0,1131.0,1.0,0.43,18730.8,98103,470000.0,41556145.00442087
1306,2,1.0,1440.0,1.0,7531.0,7531.0,98133,675000.0,46875000.0
1307,3,3.5,2010.0,1.0,2208.0,2208.0,98117,1111111.0,55279154.22885572
1308,2,3.0,1073.0,1.0,2.71,118047.59999999999,98133,429900.0,40065237.65144455
1309,4,3.5,3300.0,1.0,6840.0,6840.0,98125,1575000.0,47727272.72727273
1310,4,2.0,3040.0,1.0,5272.0,5272.0,98199,1665500.0,54786184.21052632
1311,4,2.5,2500.0,1.0,8760.0,8760.0,98146,577000.0,23080000.0
1312,4,1.0,1810.0,1.0,5073.0,5073.0,98126,655500.0,36215469.613259666
1314,3,2.0,1411.0,1.0,0.35,15245.999999999998,98104,699000.0,49539333.80581148
1315,3,1.0,3960.0,1.0,0.25,10890.0,98118,722500.0,18244949.494949494
1316,3,1.0,1000.0,1.0,9856.0,9856.0,98136,750000.0,75000000.0
1317,5,2.0,2300.0,1.0,3315.0,3315.0,98105,1266000.0,55043478.26086956
1319,5,3.0,2820.0,1.0,7707.0,7707.0,98117,1550000.0,54964539.0070922
1320,3,1.0,1620.0,1.0,3000.0,3000.0,98118,600000.0,37037037.03703704
1321,3,2.0,1470.0,1.0,1232.0,1232.0,98136,875000.0,59523809.52380952
1322,2,2.5,1088.0,1.0,0.77,33541.200000000004,98133,475000.0,43658088.23529412
1323,5,2.0,2160.0,1.0,7620.0,7620.0,98106,795000.0,36805555.55555555
1324,3,3.5,3105.0,1.0,2557.0,2557.0,98112,2250000.0,72463768.11594203
1325,2,2.0,1200.0,1.0,1247.0,1247.0,98122,699950.0,58329166.666666664
1326,2,2.0,1240.0,1.0,583.0,583.0,98117,710000.0,57258064.51612903
1327,3,2.5,1550.0,1.0,1131.0,1131.0,98122,1065000.0,68709677.41935484
1328,7,4.0,2300.0,1.0,2920.0,2920.0,98122,1095000.0,47608695.652173914
1329,4,3.0,2466.0,1.0,6030.0,6030.0,98115,1299000.0,52676399.02676399
1330,2,2.0,1817.0,1.0,1156.0,1156.0,98102,2100000.0,115575123.83048981
1331,4,3.0,1500.0,1.0,3360.0,3360.0,98122,1155000.0,77000000.0
1332,4,2.0,2380.0,1.0,4500.0,4500.0,98144,525000.0,22058823.529411763
1333,2,2.0,1524.0,1.0,6250.0,6250.0,98108,710000.0,46587926.50918635
1334,3,2.5,1370.0,1.0,982.0,982.0,98117,699500.0,51058394.16058394
1335,3,2.0,1449.0,1.0,939.0,939.0,98107,720000.0,49689440.99378882
1336,2,2.0,1140.0,1.0,1045.0,1045.0,98103,850000.0,74561403.50877193
1337,3,2.5,1010.0,1.0,570.0,570.0,98118,615000.0,60891089.10891089
1338,9,5.0,3014.0,1.0,7908.0,7908.0,98178,835000.0,27704047.777040478
1339,3,3.5,1450.0,1.0,1081.0,1081.0,98118,580000.0,40000000.0
1340,2,2.0,1248.0,1.0,912.0,912.0,98122,890955.0,71390625.0
1341,4,2.0,2600.0,1.0,4224.0,4224.0,98117,1098500.0,42250000.0
1342,3,2.0,1328.0,1.0,839.0,839.0,98103,929950.0,70026355.42168675
1343,1,1.0,614.0,1.0,0.37,16117.199999999999,98109,369950.0,60252442.99674267
1344,4,3.0,2481.0,1.0,8297.0,8297.0,98115,999000.0,40266021.76541717
1345,4,1.0,1420.0,1.0,5240.0,5240.0,98178,445000.0,31338028.169014085
1346,4,3.0,2040.0,1.0,5000.0,5000.0,98117,1410000.0,69117647.05882353
1347,3,3.0,1390.0,1.0,5000.0,5000.0,98126,1095000.0,78776978.41726619
1348,2,3.0,920.0,1.0,675.0,675.0,98107,690000.0,75000000.0
1349,4,3.5,1835.0,1.0,1884.0,1884.0,98103,1299950.0,70841961.85286103
1350,4,2.0,1840.0,1.0,3760.0,3760.0,98103,825000.0,44836956.52173913
1351,3,2.5,3020.0,1.0,7500.0,7500.0,98177,1450000.0,48013245.033112586
1352,3,2.0,2520.0,1.0,4000.0,4000.0,98115,1050000.0,41666666.666666664
1353,4,5.0,2240.0,1.0,5624.0,5624.0,98108,965000.0,43080357.14285714
1355,3,2.5,1880.0,1.0,1282.0,1282.0,98106,725000.0,38563829.787234046
1356,2,2.0,995.0,1.0,5000.0,5000.0,98144,850000.0,85427135.67839196
1359,2,1.0,730.0,1.0,6200.0,6200.0,98105,25000000.0,3424657534.2465754
1360,4,2.0,1500.0,1.0,4471.0,4471.0,98133,947000.0,63133333.333333336
1361,3,2.0,2080.0,1.0,6769.0,6769.0,98108,800000.0,38461538.461538464
1362,3,3.0,1425.0,1.0,1199.0,1199.0,98177,819950.0,57540350.87719298
1363,4,2.5,3840.0,1.0,1.2,52272.0,98177,2195000.0,57161458.333333336
1364,4,3.0,2074.0,1.0,1999.0,1999.0,98126,812500.0,39175506.268081
1365,5,3.0,3556.0,1.0,6120.0,6120.0,98115,2250000.0,63273340.83239595
1366,1,1.0,1100.0,1.0,747.0,747.0,98107,745000.0,67727272.72727273
1367,2,1.0,730.0,1.0,5150.0,5150.0,98106,545000.0,74657534.24657534
1368,4,2.0,1170.0,1.0,9216.0,9216.0,98178,390000.0,33333333.333333332
1369,4,3.0,2240.0,1.0,8691.0,8691.0,98118,625000.0,27901785.714285713
1370,4,2.0,1750.0,1.0,6380.0,6380.0,98115,855000.0,48857142.85714286
1372,5,3.0,2480.0,1.0,5100.0,5100.0,98117,1135000.0,45766129.03225806
1373,4,2.5,1420.0,1.0,1800.0,1800.0,98103,760000.0,53521126.76056338
1374,2,1.0,990.0,1.0,3844.0,3844.0,98133,474000.0,47878787.878787875
1375,2,1.0,1520.0,1.0,4250.0,4250.0,98117,820000.0,53947368.421052635
1376,5,2.0,2100.0,1.0,6000.0,6000.0,98108,599950.0,28569047.61904762
1377,3,3.0,1740.0,1.0,5000.0,5000.0,98136,1010000.0,58045977.01149426
1378,2,2.0,1760.0,1.0,6150.0,6150.0,98108,750000.0,42613636.36363637
1380,4,3.5,3018.0,1.0,3600.0,3600.0,98103,1795000.0,59476474.48641484
1383,2,1.0,2380.0,1.0,6061.0,6061.0,98108,640000.0,26890756.30252101
1384,5,5.0,3810.0,1.0,0.32,13939.2,98177,1180000.0,30971128.608923886
1385,2,2.5,1048.0,1.0,834.0,834.0,98112,899000.0,85782442.74809161
1386,3,1.5,1610.0,1.0,4000.0,4000.0,98122,1106000.0,68695652.17391305
1388,4,2.5,2213.0,1.0,3367.0,3367.0,98107,1075000.0,48576592.86037054
1390,2,1.0,850.0,1.0,3056.0,3056.0,98107,813000.0,95647058.8235294
1391,3,3.0,1280.0,1.0,2600.0,2600.0,98103,900000.0,70312500.0
1392,3,1.0,980.0,1.0,4200.0,4200.0,98119,700000.0,71428571.42857143
1393,4,3.5,3840.0,1.0,0.32,13939.2,98118,1250000.0,32552083.333333332
1394,2,2.0,1006.0,1.0,3.32,144619.19999999998,98112,650000.0,64612326.043737575
1395,4,2.0,1450.0,1.0,1000.0,1000.0,98109,1185000.0,81724137.93103448
1396,4,2.0,2140.0,1.0,4947.0,4947.0,98136,960000.0,44859813.08411215
1397,4,3.0,2480.0,1.0,4000.0,4000.0,98103,1605000.0,64717741.93548387
1398,5,2.0,2420.0,1.0,4080.0,4080.0,98117,960000.0,39669421.48760331
1399,3,4.5,1760.0,1.0,1008.0,1008.0,98109,1440000.0,81818181.81818181
1401,3,2.0,1730.0,1.0,8421.0,8421.0,98125,910000.0,52601156.06936416
1404,3,2.0,1940.0,1.0,4850.0,4850.0,98107,895000.0,46134020.6185567
1405,4,2.5,3400.0,1.0,6000.0,6000.0,98112,2100000.0,61764705.88235294
1406,3,2.0,1360.0,1.0,7680.0,7680.0,98125,830000.0,61029411.76470588
1407,2,2.0,875.0,1.0,901.0,901.0,98116,656500.0,75028571.42857143
1408,6,2.0,2230.0,1.0,5300.0,5300.0,98118,700000.0,31390134.529147983
1409,5,2.0,4190.0,1.0,8500.0,8500.0,98119,2300000.0,54892601.43198091
1410,3,2.5,2220.0,1.0,3060.0,3060.0,98117,1167500.0,52590090.09009009
1411,2,1.0,830.0,1.0,1980.0,1980.0,98117,450000.0,54216867.469879515
1412,3,2.5,2090.0,1.0,5000.0,5000.0,98108,820000.0,39234449.76076555
1413,3,1.0,1210.0,1.0,6000.0,6000.0,98119,795000.0,65702479.33884297
1414,2,1.0,691.0,1.0,1.0,43560.0,98102,998000.0,144428364.68885672
1415,3,2.5,1820.0,1.0,1.0,43560.0,98118,690000.0,37912087.91208791
1416,4,2.5,3105.0,1.0,7875.0,7875.0,98115,1040000.0,33494363.92914654
1417,4,2.0,1680.0,1.0,7840.0,7840.0,98178,517500.0,30803571.42857143
1418,3,2.0,2495.0,1.0,4000.0,4000.0,98105,1250000.0,50100200.40080161
1419,5,3.0,2450.0,1.0,4980.0,4980.0,98144,1270000.0,51836734.69387755
1420,4,2.0,2787.0,1.0,6011.0,6011.0,98122,1207000.0,43308216.72048798
1421,5,3.5,3310.0,1.0,2943.0,2943.0,98102,1637500.0,49471299.093655586
1423,5,4.0,3180.0,1.0,3400.0,3400.0,98105,2100000.0,66037735.8490566
1424,5,2.5,3350.0,1.0,8317.0,8317.0,98126,1275000.0,38059701.49253731
1425,2,2.0,1365.0,1.0,770.0,770.0,98122,799000.0,58534798.53479853
1426,3,3.0,1660.0,1.0,7650.0,7650.0,98117,1200000.0,72289156.62650603
1427,3,1.5,1880.0,1.0,6194.0,6194.0,98118,489000.0,26010638.297872342
1428,1,1.0,580.0,1.0,4657.0,4657.0,98102,395000.0,68103448.27586207
1429,3,2.0,1270.0,1.0,0.26,11325.6,98146,590000.0,46456692.91338582
1430,3,1.0,860.0,1.0,5400.0,5400.0,98125,699000.0,81279069.76744185
1432,3,3.5,1840.0,1.0,1312.0,1312.0,98117,1025000.0,55706521.73913044
1434,5,3.0,2140.0,1.0,7244.0,7244.0,98125,850000.0,39719626.1682243
1435,2,2.0,1437.0,1.0,1085.0,1085.0,98122,969950.0,67498260.2644398
1436,2,1.5,1390.0,1.0,746.0,746.0,98107,759950.0,54672661.8705036
1437,2,1.5,870.0,1.0,938.0,938.0,98115,700000.0,80459770.11494254
1438,5,4.5,2840.0,1.0,3200.0,3200.0,98112,500000.0,17605633.8028169
1439,3,2.0,2260.0,1.0,3880.0,3880.0,98107,877000.0,38805309.734513275
1440,2,2.0,886.0,1.0,1037.0,1037.0,98116,660000.0,74492099.3227991
1442,2,1.0,1048.0,1.0,0.66,28749.600000000002,98121,760000.0,72519083.96946564
1443,4,2.0,1800.0,1.0,7455.0,7455.0,98117,1100000.0,61111111.11111111
1444,2,2.0,1390.0,1.0,8509.0,8509.0,98116,954500.0,68669064.74820144
1445,3,2.5,2600.0,1.0,8023.0,8023.0,98136,1475000.0,56730769.23076923
1446,4,2.0,2640.0,1.0,8385.0,8385.0,98168,780000.0,29545454.545454547
1447,2,1.5,1020.0,1.0,1249.0,1249.0,98102,765000.0,75000000.0
1448,3,3.0,2630.0,1.0,3755.0,3755.0,98115,1130000.0,42965779.46768061
1449,4,3.5,2910.0,1.0,4000.0,4000.0,98144,1865000.0,64089347.0790378
1450,3,2.0,1580.0,1.0,5040.0,5040.0,98116,1000000.0,63291139.24050633
1451,2,1.0,885.0,1.0,3.54,154202.4,98105,389000.0,43954802.259887
1452,3,2.0,2100.0,1.0,5750.0,5750.0,98116,1325000.0,63095238.0952381
1453,4,2.0,2010.0,1.0,9612.0,9612.0,98105,1250000.0,62189054.72636816
1454,4,2.0,1480.0,1.0,6820.0,6820.0,98126,830000.0,56081081.08108108
1455,3,2.0,1560.0,1.0,2400.0,2400.0,98117,1180000.0,75641025.64102565
1458,2,2.0,804.0,1.0,5000.0,5000.0,98107,465600.0,57910447.76119403
1459,4,2.0,2080.0,1.0,3850.0,3850.0,98105,975000.0,46875000.0
1460,2,1.0,910.0,1.0,2000.0,2000.0,98117,800000.0,87912087.91208792
1461,3,2.5,1620.0,1.0,7500.0,7500.0,98106,875100.0,54018518.518518515
1462,3,3.5,1970.0,1.0,1125.0,1125.0,98105,868500.0,44086294.41624366
1463,3,2.0,1720.0,1.0,6720.0,6720.0,98116,869000.0,50523255.81395349
1464,4,2.0,1545.0,1.0,4963.0,4963.0,98103,1253000.0,81100323.62459546
1465,3,2.5,1710.0,1.0,4814.0,4814.0,98115,1190000.0,69590643.2748538
1466,1,2.0,1141.0,1.0,0.41,17859.6,98122,699950.0,61345311.130587205
1467,2,3.0,1276.0,1.0,1187.0,1187.0,98106,520000.0,40752351.09717868
1468,2,1.5,1978.0,1.0,5000.0,5000.0,98118,858000.0,43377148.634984836
1469,2,1.0,1060.0,1.0,8908.0,8908.0,98125,700000.0,66037735.8490566
1470,5,3.5,3220.0,1.0,4640.0,4640.0,98103,820000.0,25465838.50931677
1471,4,2.0,1170.0,1.0,9594.0,9594.0,98168,530000.0,45299145.299145296
1472,3,2.0,1770.0,1.0,5100.0,5100.0,98118,660000.0,37288135.59322034
1473,2,2.0,1420.0,1.0,1232.0,1232.0,98107,690000.0,48591549.295774646
1474,4,2.5,2980.0,1.0,3618.0,3618.0,98125,1445000.0,48489932.88590604
1475,4,1.5,1630.0,1.0,7182.0,7182.0,98133,734950.0,45088957.055214725
1477,2,1.0,680.0,1.0,8795.0,8795.0,98125,625000.0,91911764.70588236
1478,2,1.0,900.0,1.0,6030.0,6030.0,98168,409050.0,45450000.0
1480,5,3.5,3400.0,1.0,4560.0,4560.0,98109,3340000.0,98235294.11764705
1481,3,2.0,1300.0,1.0,2250.0,2250.0,98103,735000.0,56538461.538461536
1482,2,2.0,1094.0,1.0,5250.0,5250.0,98122,675000.0,61700182.81535649
1483,3,2.5,1763.0,1.0,2498.0,2498.0,98117,1125000.0,63811684.62847419
1484,2,1.0,940.0,1.0,3300.0,3300.0,98118,550000.0,58510638.29787234
1485,3,2.5,1820.0,1.0,1595.0,1595.0,98103,990000.0,54395604.395604394
1488,3,2.0,1939.0,1.0,0.31,13503.6,98109,1070000.0,55183084.06395049
1489,4,2.0,1780.0,1.0,5000.0,5000.0,98117,1181500.0,66376404.494382024
1490,3,2.0,2370.0,1.0,4400.0,4400.0,98119,1180000.0,49789029.53586498
1491,2,2.5,1411.0,1.0,1201.0,1201.0,98117,830000.0,58823529.4117647
1493,4,2.5,2360.0,1.0,5725.0,5725.0,98199,1750000.0,74152542.37288135
1494,3,2.0,2630.0,1.0,9702.0,9702.0,98117,1290000.0,49049429.65779468
1495,5,3.0,2700.0,1.0,5670.0,5670.0,98119,1025000.0,37962962.96296296
1500,1,1.0,513.0,1.0,0.66,28749.600000000002,98121,315000.0,61403508.77192982
1501,1,1.0,780.0,1.0,8960.0,8960.0,98106,500000.0,64102564.102564104
1502,4,3.0,2050.0,1.0,4362.0,4362.0,98136,920000.0,44878048.780487806
1504,2,2.0,950.0,1.0,1308.0,1308.0,98117,705000.0,74210526.31578948
1505,3,1.5,1870.0,1.0,9975.0,9975.0,98168,500000.0,26737967.9144385
1506,3,2.5,1060.0,1.0,1124.0,1124.0,98117,765000.0,72169811.32075472
1507,3,2.5,1860.0,1.0,1063.0,1063.0,98103,1025000.0,55107526.88172043
1508,3,1.5,1420.0,1.0,6009.0,6009.0,98117,980000.0,69014084.50704226
1509,3,1.0,1390.0,1.0,3090.0,3090.0,98144,850000.0,61151079.13669065
1510,3,2.0,1096.0,1.0,1.0,43560.0,98117,874500.0,79790145.98540147
1511,3,1.0,1100.0,1.0,4120.0,4120.0,98106,468000.0,42545454.54545455
1512,3,1.0,1010.0,1.0,7100.0,7100.0,98178,475000.0,47029702.97029703
1514,2,1.5,1480.0,1.0,6000.0,6000.0,98118,948800.0,64108108.10810811
1515,3,2.0,1890.0,1.0,6808.0,6808.0,98106,700000.0,37037037.03703704
1516,4,2.0,2500.0,1.0,4414.0,4414.0,98144,972500.0,38900000.0
1517,4,3.5,2840.0,1.0,4000.0,4000.0,98108,925000.0,32570422.53521127
1518,3,2.0,1608.0,1.0,1568.0,1568.0,98103,732000.0,45522388.059701495
1519,2,2.5,1701.0,1.0,1827.0,1827.0,98112,1354000.0,79600235.15579072
1521,1,2.0,1250.0,1.0,5183.0,5183.0,98116,160000.0,12800000.0
1522,3,2.5,1790.0,1.0,1600.0,1600.0,98117,1050000.0,58659217.87709497
1523,4,2.0,1670.0,1.0,7260.0,7260.0,98106,650000.0,38922155.68862276
1524,3,2.0,1640.0,1.0,5100.0,5100.0,98136,900000.0,54878048.780487806
1525,4,4.5,3228.0,1.0,3600.0,3600.0,98119,2050000.0,63506815.36555143
1526,4,2.0,1720.0,1.0,4242.0,4242.0,98118,705000.0,40988372.093023255
1527,4,2.0,2060.0,1.0,8762.0,8762.0,98168,575000.0,27912621.359223302
1528,3,2.0,1840.0,1.0,3432.0,3432.0,98115,865000.0,47010869.56521739
1529,4,3.5,3180.0,1.0,3375.0,3375.0,98122,2485000.0,78144654.08805032
1530,3,3.0,1760.0,1.0,8160.0,8160.0,98125,670000.0,38068181.81818182
1531,2,1.0,1350.0,1.0,6600.0,6600.0,98115,799950.0,59255555.55555555
1533,3,2.0,1740.0,1.0,3519.0,3519.0,98199,1310000.0,75287356.32183908
1534,3,2.0,1490.0,1.0,1050.0,1050.0,98107,900000.0,60402684.56375839
1535,3,3.0,2380.0,1.0,6172.0,6172.0,98199,1385000.0,58193277.310924366
1536,1,1.0,815.0,1.0,0.48,20908.8,98121,465000.0,57055214.72392638
1537,4,3.5,2900.0,1.0,7470.0,7470.0,98125,1337000.0,46103448.27586207
1538,5,3.0,2370.0,1.0,5292.0,5292.0,98118,800000.0,33755274.26160338
1539,4,1.0,2470.0,1.0,0.31,13503.6,98178,770000.0,31174089.06882591
1540,4,1.0,1740.0,1.0,6000.0,6000.0,98119,925000.0,53160919.54022989
1542,5,3.5,2610.0,1.0,3623.0,3623.0,98118,915000.0,35057471.26436782
1543,4,3.5,2015.0,1.0,1886.0,1886.0,98116,1240000.0,61538461.538461536
1544,5,3.5,3880.0,1.0,6000.0,6000.0,98112,2975000.0,76675257.73195876
1545,4,2.0,2280.0,1.0,0.25,10890.0,98168,625000.0,27412280.701754387
1546,4,3.0,2570.0,1.0,4480.0,4480.0,98105,1555000.0,60505836.57587548
1547,5,2.0,2740.0,1.0,2850.0,2850.0,98103,1175000.0,42883211.678832114
1548,2,2.0,1469.0,1.0,1762.0,1762.0,98115,900000.0,61266167.46085773
1549,3,2.5,2860.0,1.0,4500.0,4500.0,98126,1630000.0,56993006.99300699
1551,5,4.5,3370.0,1.0,5100.0,5100.0,98117,1975000.0,58605341.2462908
